Item Managed by,External ID,Item Name/Number,Item Options,SIZE,COLOR,Packaging,NDC Item,Matrix Type,Subitem of,Display Name/Code,Vendor Name/Code,Manufacturer,UOM to Each,UOM to Each Type,Units Type,Stock Description,Purchase Price,Item Defined Cost,Base Price,Shipping Category,Shipping Rate,Logo - Free Shipping,Actual Shipping,Application,Product Name,Detailed Description,Web Store Description,Page Title,Meta Tag HTML,Warranty,Return Policy,Attribute Set,Original Description,Other Options,form,Catalogue,Catalogue hierarchy
AUTOMATION,1000000043,GR74698-CS,Size,X-Large,,Case,,Child Matrix Item,1000000037,74698,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,52.33,54.9465,68.029,,,,,,Graham Medical Disposable Elite Non-woven Scrubs X-large - 30/cs,,,,,,,Supply Compression,"Scrub Pants, X-Large, Elastic Waist, Nonwoven, Maroon, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000044,GR79709-CS,Size|Color,Small,Green,Case,,Child Matrix Item,1000000037,79709,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,30.49,32.0145,39.637,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs Small, Green - 30/cs",,,,,,,Supply Compression,"Scrub Shirt, Small, Nonwoven, Green, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000045,GR79708-CS,Size|Color,Small,Green,Case,,Child Matrix Item,1000000037,79708,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,38.18,40.089,49.634,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs Small, Green - 30/cs",,,,,,,Supply Compression,"Scrub Pants, Small, Nonwoven, Green, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000046,GR84761-CS,Size|Color,6X-Large,Blue,Case,,Child Matrix Item,1000000037,84761,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,72.92,76.566,94.796,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs 6x-large, Blue - 30/cs",,,,,,,Supply Compression,"Scrub Pants, 6X-Large, Elastic Waist, Nonwoven, Blue, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000047,GR82196-CS,Size|Color,X-Small,Green,Case,,Child Matrix Item,1000000037,82196,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,32.85,34.4925,42.705,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs X-small, Green - 30/cs",,,,,,,Supply Compression,"Scrub Shirt, X-Small, Nonwoven, Green, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000048,GR82195-CS,Size|Color,X-Small,Green,Case,,Child Matrix Item,1000000037,82195,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,34.41,36.1305,44.733,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs X-small, Green - 30/cs",,,,,,,Supply Compression,"Scrub Pants, X-Small, Nonwoven, Green, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000049,GR78686-CS,Color,,Green,Case,,Child Matrix Item,1000000037,78686,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,55.49,58.2645,72.137,,,,,,Graham Medical Disposable Elite Non-woven Scrubs Green - 30/cs,,,,,,,Supply Compression,"Scrub Shirt, 4XL-5XL, Nonwoven, Green, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000050,GR74696-CS,,,,Case,,Child Matrix Item,1000000037,74696,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,46.75,49.0875,60.775,,,,,,Graham Medical Disposable Elite Non-woven Scrubs - 30/cs,,,,,,,Supply Compression,"Scrub Shirt, Large, V-Neck, No Pocket, Nonwoven, Maroon, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000051,GR74695-CS,Size,Large,,Case,,Child Matrix Item,1000000037,74695,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,50.78,53.319,66.014,,,,,,Graham Medical Disposable Elite Non-woven Scrubs Large - 30/cs,,,,,,,Supply Compression,"Scrub Pants, Large, Elastic Waist, Nonwoven, Maroon, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000052,GR80495-CS,Size,Large,,Case,,Child Matrix Item,1000000037,80495,NDC Homecare LLC,Graham Medical,20,CS,Case,20/Case,57.97,60.8685,75.361,,,,,,Graham Medical Disposable Elite Non-woven Scrubs Large - 20/cs,,,,,,,Supply Compression,"Scrubs Set, Shirt & Pants, V-Neck, No Pocket, Elastic Waist, Teal with White Trim, Large, Latex Free (LF), 20/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000039,GR62210-CS,Size|Color,Medium,Green,Case,,Child Matrix Item,1000000037,62210,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,39.39,41.3595,51.207,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs Non-woven, Medium, Green - 30/cs",,,,,,,Supply Compression,"Pants, Non-Woven, Medium, Green, 30/cs","[{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000046,GR64841-CS,Size|Color,XXX-Large,Green,Case,,Child Matrix Item,1000000037,64841,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,48.38,50.799,62.894,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs Non-woven, Xxx-large, Green - 30/cs",,,,,,,Supply Compression,"Shirt, Non-Woven, XXX-Large, Green, 30/cs","[{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000047,GR62215-CS,Size|Color,X-Large,Green,Case,,Child Matrix Item,1000000037,62215,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,40.54,42.567,52.702,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs Non-woven, X-large, Green - 30/cs",,,,,,,Supply Compression,"Shirt, Non-Woven, X-Large, Green, 30/cs","[{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000044,GR62213-CS,Size|Color,Large,Green,Case,,Child Matrix Item,1000000037,62213,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,37.89,39.7845,49.257,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs Non-woven, Large, Green - 30/cs",,,,,,,Supply Compression,"Shirt, Non-Woven, Large, Green, 30/cs","[{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000039,GR64840-CS,Size|Color,XXX-Large,Green,Case,,Child Matrix Item,1000000037,64840,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,51.48,54.054,66.924,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs Non-woven, Xxx-large, Green - 30/cs",,,,,,,Supply Compression,"Pants, Non-Woven, XXX-Large, Green, 30/cs","[{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000047,GR62217-CS,Size|Color,XX-Large,Green,Case,,Child Matrix Item,1000000037,62217,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,41.49,43.5645,53.937,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs Non-woven, Xx-large, Green - 30/cs",,,,,,,Supply Compression,"Shirt, Non-Woven, XX-Large, Green, 30/cs","[{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000048,GR62214-CS,Size|Color,X-Large,Green,Case,,Child Matrix Item,1000000037,62214,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,44.22,46.431,57.486,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs Non-woven, X-large, Green - 30/cs",,,,,,,Supply Compression,"Pants, Non-Woven, X-Large, Green, 30/cs","[{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000051,GR62211-CS,Size|Color,Medium,Green,Case,,Child Matrix Item,1000000037,62211,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,35.26,37.023,45.838,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs Non-woven, Medium, Green - 30/cs",,,,,,,Supply Compression,"Shirt, Non-Woven, Medium, Green, 30/cs","[{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000046,GR62216-CS,Size|Color,XX-Large,Green,Case,,Child Matrix Item,1000000037,62216,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,46.32,48.636,60.216,,,,,,"Graham Medical Disposable Elite Non-woven Scrubs Non-woven, Xx-large, Green - 30/cs",,,,,,,Supply Compression,"Pants, Non-Woven, XX-Large, Green, 30/cs (48 cs/plt)","[{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000062,GR62492-MI,,,,,,Parent Matrix Item,,62492,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Disposable Sms Scrubs,"<p>The soft, linen-like, durable, fluid-resistant disposable scrubs offer optimal patient coverage and comfort. Features an elastic band waist (latex-free) or drawstring and sewn v-neck top for optimal patient comfort and fit.  Ideal for trauma patients, psychiatric patients, patient visitors, and patients needing additional coverage or warmth during exam or diagnostic testing.</p>","<p>The soft, linen-like, durable, fluid-resistant disposable scrubs offer optimal patient coverage and comfort. Features an elastic band waist (latex-free) or drawstring and sewn v-neck top for optimal patient comfort and fit.  Ideal for trauma patients, psychiatric patients, patient visitors, and patients needing additional coverage or warmth during exam or diagnostic testing.</p>",Graham Medical Disposable Sms Scrubs|62492,"<meta name= ""description"" content=""Buy Graham Medical Disposable Sms Scrubs at best price from medicaleshop.com"" /><meta name=""keywords"" content=""62492"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000063,GR62492-CS,Size|Color,XX-Large,Light Blue,Case,,Child Matrix Item,1000000062,62492,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,58.44,61.362,75.972,,,,,,"Graham Medical Disposable Sms Scrubs Xx-large, Light Blue - 30/cs",,,,,,,Supply Compression,"Pants, SMS, XX-Large, Light Blue, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000064,GR62493-CS,Size|Color,XX-Large,Light Blue,Case,,Child Matrix Item,1000000062,62493,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,64.19,67.3995,83.447,,,,,,"Graham Medical Disposable Sms Scrubs Xx-large, Light Blue - 30/cs",,,,,,,Supply Compression,"Shirt, SMS, XX-Large, Light Blue, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000065,GR62487-CS,Size|Color,Medium,Light Blue,Case,,Child Matrix Item,1000000062,62487,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,44.68,46.914,58.084,,,,,,"Graham Medical Disposable Sms Scrubs Medium, Light Blue - 30/cs",,,,,,,Supply Compression,"Shirt, SMS, Medium, Light Blue, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000066,GR62488-CS,Size|Color,Large,Light Blue,Case,,Child Matrix Item,1000000062,62488,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,51.73,54.3165,67.249,,,,,,"Graham Medical Disposable Sms Scrubs Large, Light Blue - 30/cs",,,,,,,Supply Compression,"Pants, SMS, Large, Light Blue, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000067,GR62489-CS,Size|Color,Large,Light Blue,Case,,Child Matrix Item,1000000062,62489,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,47.91,50.3055,62.283,,,,,,"Graham Medical Disposable Sms Scrubs Large, Light Blue - 30/cs",,,,,,,Supply Compression,"Shirt, SMS, Large, Light Blue, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000068,GR62490-CS,Size|Size|Color,X-Large,Light Blue,Case,,Child Matrix Item,1000000062,62490,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,54.54,57.267,70.902,,,,,,"Graham Medical Disposable Sms Scrubs Sms, X-large, Light Blue - 30/cs",,,,,,,Supply Compression,"Pants, SMS, X-Large, Light Blue, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000069,GR62491-CS,Size|Color,X-Large,Light Blue,Case,,Child Matrix Item,1000000062,62491,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,53.43,56.1015,69.459,,,,,,"Graham Medical Disposable Sms Scrubs X-large, Light Blue - 30/cs",,,,,,,Supply Compression,"Shirt, SMS, X-Large, Light Blue, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000065,GR62486-CS,Size|Size|Color,Medium,Light Blue,Case,,Child Matrix Item,1000000062,62486,NDC Homecare LLC,Graham Medical,30,CS,Case,30/Case,44.83,47.0715,58.279,,,,,,"Graham Medical Disposable Sms Scrubs Sms,, Medium, Light Blue - 30/cs",,,,,,,Supply Compression,"Pants, SMS, Medium, Light Blue, 30/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000071,GR70191N-MI,,,,,,Parent Matrix Item,,70191N,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Disposable Towels,<p></p>,<p></p>,Graham Medical Disposable Towels|70191N,"<meta name= ""description"" content=""Buy Graham Medical Disposable Towels at best price from medicaleshop.com"" /><meta name=""keywords"" content=""70191N"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000072,GR70191N-CS,Color,,White/Blue,Case,,Child Matrix Item,1000000071,70191N,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,18.3,19.215,23.79,,,,,,Graham Medical Disposable Towels White/blue - 500/cs,,,,,,,Supply Compression,"Towel, White/Blue Footprint, 500/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000073,GR45000-CS,Size|Color,17 x 18.88 inch,White,Case,,Child Matrix Item,1000000071,45000,NDC Homecare LLC,Graham Medical,600,CS,Case,600/Case,19.86,20.853,25.818,,,,,,"Graham Medical Disposable Towels 17"" X 18.88"", White - 600/cs",,,,,,,Supply Compression,"Folded Towel, 17"" x 18.88"", White, 600/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000074,GR781400-CS,Size|Color,Barbee®,White,Case,,Child Matrix Item,1000000071,781400,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,14.7,15.435,19.11,,,,,,"Graham Medical Disposable Towels Barbee®, White - 500/cs",,,,,,,Supply Compression,"Towel, Economy, Barbee®, 12""x24"", White, 2-ply, 500/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000075,GR46534-CS,Color|Size,12 x 16 inch,White,Case,,Child Matrix Item,1000000071,46534,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,65.9,69.195,85.67,,,,,,"Graham Medical Disposable Towels White, 12"" X 16"" - 500/cs",,,,,,,Supply Compression,"Towel, HandsDown® Poly-Backed, White, 12"" x 16"", 50/pk, 10 pk/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000076,GR751019-CS,Size|Size|Color,17 x 18 inch,White,Case,,Child Matrix Item,1000000071,751019,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,17.1,17.955,22.23,,,,,,"Graham Medical Disposable Towels 2-1, 17"" X 18"", White - 500/cs",,,,,,,Supply Compression,"Towel, 2-1, 17"" x 18"", White, 50/pk, 10 pk/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000077,GR42910-CS,Color|Size,11.9x16 inch,White,Case,,Child Matrix Item,1000000071,42910,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,67.88,71.274,88.244,,,,,,"Graham Medical Disposable Towels White, Hands Down, 11.9""x16"" - 500/cs",,,,,,,Supply Compression,"Towel, Nail Care, White, Hands Down, 11.9""x16"", 50/bg 10bg/cs","[{""text"":""Hands Down"",""tag"":""ITEM OPTION""}]",MES PART FORM,Walking Aids,Master
